user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
Senator John Gordner,"Harrisburg, PA","Serving the 27th Senatorial District - Columbia, Luzerne, Montour, Northumberland and Snyder Counties",2013-06-10 13:34:04,1539,75,219,True,2020-07-31 19:09:07,"The #PASenate approved nearly 2 dozen bills in response to the #COVID19 pandemic. Other measures reform government,… https://t.co/UKOh2hNndn","['PASenate', 'COVID19']",Twitter Web App,False
SheilaZulfiqarAhmed1,"Karachi , Pakistan",Int Affairs researcher,2014-03-21 03:50:09,233,1021,33453,False,2020-07-31 19:10:07,"@jasghar Eid Munarik to all the scientists ,  doctors &amp; health workers of Pak Our heroes in our struggle against… https://t.co/U1ohWD9jYo",,Twitter Web App,False
KushMyBud,,Site: Canada's Guide to Cannabis.,2019-02-27 13:30:11,56,36,183,False,2020-07-31 19:12:30,"$TRIB looks already busy with #COVID19  between Jamestown and their Immco facility in Buffalo, while they waiting f… https://t.co/MZQtjuTSzc",['COVID19'],Twitter Web App,False
@holiness #VoteBlueNoMatterWho,"Wichita Falls, TX","""As many as are actually led by the Spirit of God, they, and they only, are the sons of God.""(Romans 8:14) Holiness is seen in a man being sanctified.",2019-07-25 15:30:24,407,802,132,False,2020-07-31 19:12:40,Can you be a part of the true body of Christ and side with Donald Trump? I don't see how. https://t.co/dQ2IAndPSz… https://t.co/25UH854h2g,,Twitter Web App,False
IMEC,Illinois,"IMEC is dedicated to providing organizations in Illinois
with the tools and techniques to create sustainable competitive futures through enterprise excellence.",2009-11-23 17:08:40,2514,2336,690,False,2020-07-31 19:15:30,"Last week, the @usdol issued new guidelines under the #FMLA, #FLSA, and #FFCRA - our friends at @Greensfelder highl… https://t.co/GqaN2DbAEH","['FMLA', 'FLSA', 'FFCRA']",HubSpot,False
CC,"London, England","Future Oscar winner

  🇬🇧🇿🇲",2017-05-21 12:28:53,78,15,2573,False,2020-08-01 15:43:27,"The news is fake. They tell you who to like, who to hate, what you should be afraid of and who to trust. 

#MSM #CNN #covid19","['MSM', 'CNN', 'covid19']",Twitter for Android,False
Kaustubh D Jichkar,Nagpur,बन्धुरात्मात्मनस्तस्य येनात्मैवात्मना जितः ।                     अनात्मनस्तु शत्रुत्वे वर्तेतात्मैव शत्रुवत्‌ ॥,2020-01-23 07:00:30,51,65,835,False,2020-08-01 15:44:10,"A #Compendium of spread of #COVID19 in #India from the month of March to August,2020. @DDSahyadri @VigyanPragati… https://t.co/BWrzCb9pzC","['Compendium', 'COVID19', 'India']",Twitter for Android,False
Prof Peter Hotez MD PhD,"Montrose, Houston TX","Vaccine Scientist-Pediatrician-Author, Prof Dean @BCM_TropMed @TexasChildrens, Univ Prof @Baylor, Hagler Inst Advanced Study @TAMU, Founding Editor @PLOSNTDs",2012-05-29 00:46:55,85123,1578,17336,True,2020-08-01 15:45:35,"@CarlosdelRio7 @Christi_Paul @VictorBlackwell @NewDay Understood, but that Nov 3 plan is in reality the Jan 20, 202… https://t.co/woMScSjO65",,Twitter for iPhone,False
Peter Livingstone,"England, United Kingdom","Publisher & Responsible for content for @FWWMagazine, @RiskCompMag and @CorpDisputesMag  #business #finance #risk #compliance",2019-06-07 14:57:19,79,325,142,False,2020-08-01 16:15:03,Fraser Tennant considers the impact of #COVID19 on the global #economy and the looming possibility of a significant… https://t.co/n95cBad2BG,"['COVID19', 'economy']",Sprout Social,False
Amy Hendel,California/NY,"R-PA/Health Coach/Nutritionist,health media expert/Host,author-The 4 Habits of Healthy Families, blogger at healthcentral.com,healthcorps.org,healthination.com",2009-02-09 19:41:34,4173,4234,271,False,2020-08-01 16:15:28,@SenSchumer please put #mask on - u r at risk- u need to set an example - all it takes is #1exposure #COVID19,"['mask', '1exposure', 'COVID19']",Twitter for iPhone,False
BrisBridalBoutique,Bristol,Lover of wedding dresses. Mum of 2. Owner at Bristol Bridal Boutique.,2014-03-26 20:25:47,448,319,465,False,2020-08-01 16:19:13,@easyJet it has been 90 days since I requested a refund for my cancelled flights in early April. There is no way of… https://t.co/OKANhsGxXo,,Twitter for iPhone,False
University of Illinois Res Life,Urbana-Champaign,We love making the University Residence Halls a home for the over 8000 students who choose to live with us! We are THE Illinois Residential Experience!,2011-03-22 20:20:42,723,391,4137,False,2020-08-01 16:21:47,"August 1! For our former residents who are venturing into off-campus apartment living this month, please maintain g… https://t.co/Itw9lApNW4",,Twitter for iPhone,False
NAPAWF DC,"Washington, DC","National Asian Pacific American Women's Forum DC Chapter
Women, nonbinary, gnc, trans folks
Reproductive, Economic, & Immigrant Rights and Justice",2009-08-26 14:12:59,1458,771,888,False,2020-08-01 16:23:09,".@senatemajldr's HEALS Act doesn't provide access to #COVID19 testing, treatment &amp; vaccines, regardless of immigrat… https://t.co/u6UCnvGUMW",['COVID19'],Twitter Web App,False
zedy,Scotland,Sipp only #SQZ(29p)#ENW(28p)#GKP(95p)#JKX(40p) #IMM(17p)#VAST(0.19p)#PPC(1.84p)#LBE(74p) #GFRD(115p)#HZM(3.37p),2015-01-15 21:13:22,297,641,7556,False,2020-08-01 16:27:57,"If other businesses have to close to enable schools to open full time, then this is a price worth paying. #COVID19",['COVID19'],Twitter Web App,False
Carl I. Jensen,"Central Saanich, BC, Canada","Central Saanich Councillor, @THEAVICC President, @UBCM Executive, Highland Games MC & Thrower. Fan of #BehaviouralInsights & #BCCraftBeer. Tweets are my own.",2011-07-15 02:06:11,3621,4930,16391,False,2020-08-01 16:32:41,Made my 1st trip to #PanoramaRecCentre weight room under #COVID19 safety guidelines and I have to say how impressed… https://t.co/yIYGpIKGiA,"['PanoramaRecCentre', 'COVID19']",Twitter for iPhone,False
IANS Tweets,New Delhi,India's largest independent News Agency,2010-05-08 13:21:45,52637,45,66,True,2020-08-01 16:35:15,#Goa on Saturday witnessed a new record in its daily tally of reported #COVID19 cases with 280 persons testing posi… https://t.co/2pQv6UGiHV,"['Goa', 'COVID19']",Twitter Web App,False
Dennis,Washington-Behind Enemy Lines ,Bottom Line - Equalize Opportunity not Outcomes and ZERO Entitlement,2009-09-17 22:29:14,251,731,59960,False,2020-08-01 16:35:31,"No Science, Zero Standards, Protesting Does not spread?! BUT BBQ’s &amp; birthday parties do. THIS IS A DICTATOR! We ha… https://t.co/dfMQnF8QDx",,Twitter for iPhone,False
Kapilan Sachchithananthan,Sri Lanka,கபிலன் சச்சிதானந்தன் 🇱🇰. தமிழ். Gemini ♊. Srilankan Tamil. Techie. Independent Activist. Cinephile. Content Creator. Foodie. 90sKid. Instagram@iamkapilan,2012-08-19 03:53:57,2986,2779,49337,False,2020-08-01 16:46:35,Why did they postpone the Grand Finale? Did they find any #COVID19SL clusters from #TheVoiceTeenSriLanka? I noticed… https://t.co/OHQZUlpHtL,"['COVID19SL', 'TheVoiceTeenSriLanka']",Twitter for Android,False
Stankevicius International,"Dublin, Ireland",Professional trading consultant specializing in contracting and due diligence with a strong pres­ence and network in international markets.,2020-06-30 12:31:42,5,1,0,False,2020-08-01 17:00:57,Stankevicius International: Purchasing Nitrile Gloves. Inquiries via https://t.co/crXdk9TkhZ #nitrile #gloves… https://t.co/mTDNxqWNB7,"['nitrile', 'gloves']",IFTTT,False
🍁🇨🇦CanAditude🇨🇦🍁,place formally known as CANADA,🇨🇦PATRIOT🇨🇦 Trying to share a message of awareness in a world CONTROLLED by Liberal/Democratic #MSM ... 🍁I'm on Parler as CanAditude🍁,2019-11-12 04:20:49,12438,9848,16572,False,2020-08-01 17:06:29,"NO to mandatory vaccine
YES to VOLUNTARY

YES to releasing Antivirols, Expectorants, Bronchial aids &amp; other treatme… https://t.co/hUd6uxUpOM",,Twitter for iPad,False
Glenn Tenney,Silicon Valley,"Chair THINK conference. Longtime sware developer, systems architect, infosec, intellectual property, tech policy. CISSP, CISM too. Don't always agree w/tweets.",2009-04-20 16:11:32,450,2078,14710,False,2020-08-01 17:14:03,"AZ Rep. Raúl Grijalva tests positive for #COVID19, is symptom-free. It isn't clear how Grijalva contracted the viru… https://t.co/pQxmW2hIhI",['COVID19'],Twitter for iPad,False
Desiree,,she/her/hers,2012-11-25 07:00:46,32,137,1001,False,2020-08-01 17:15:05,"I've been weeding our lawn by hand.

What level of COVID are you on?

#ThanksCOVID #COVID19 #NextLevel","['ThanksCOVID', 'COVID19', 'NextLevel']",Twitter for Android,False
College Counselors,United States,College advisors providing the individualized attention students need to properly tackle the college admission process. Hablamos Espanol. Offices in US & LATAM.,2010-01-18 21:12:40,20310,1845,86,False,2020-08-01 17:30:29,What to do if you can't afford college right now https://t.co/x4iTQwynIO #college #collegetalk #collegebound… https://t.co/crTOVfVb2P,"['college', 'collegetalk', 'collegebound']",Hootsuite Inc.,False
Drunk Kim Reynolds,Iowa,"Kim Reynolds, Iowa's twice-arrested governor. Doin' what's right for Kim one sip at a time! #Kim2024",2020-07-16 03:35:44,233,258,757,False,2020-08-01 17:43:23,"Here are some GOP-approved treatments for #COVID19.
—Build up a tolerance by getting lots of extra coronavirus. 
—C… https://t.co/Og2ArKe5sp",['COVID19'],Twitter for iPhone,False
Just breathe 💙 #NotMyMarch 👠,#BeTheChange #BecomeACop,#Trump2020  🙏🇺🇸 👮  #FollowedBy @GenFlynn @RealMattCouch @RealDrGina @ScottBaio @bluelivesmtr @ScottPresler #GoldStarFamily ⭐  #2A    🐝Rude🐝❎,2016-11-12 21:18:45,6081,6689,38273,False,2020-08-01 17:50:01,#COVID19 #COVID educate yourself. Msm will not tell you these things. https://t.co/p8S6GRI7Uz,"['COVID19', 'COVID']",Twitter for Android,False
Oigetit Health,"Silicon Valley, CA","Oigetit (Oh, I get it) filters Fake News. Try the Oigetit app here: For iPhone: https://t.co/uu0YddV5Dr & for Android cells: https://t.co/YlARgLz7py",2015-07-22 19:53:48,719,710,183,False,2020-08-01 17:51:08,"The United States Department of Agriculture purchases fresh produce, dairy and meat products from American producer… https://t.co/bbIjK0uVE7",,Twitter for iPhone,False
billy gaines,"Orlando, FL",Freelance moron,2012-01-26 08:39:58,31,369,37,False,2020-08-01 17:54:39,"#Democrats wailed about #Trump ally Roger Stone’s sentence reduction for process crimes, but are deafly
 silent abo… https://t.co/7vnkJsU3KD","['Democrats', 'Trump']",Twitter for iPhone,False
Robert  Allen Strupp,"Arizona, USA","AZ-Born-Aspy-Boomer. 17yrs VP/owner of 50-person business. 1968 Jesus saved my life. Retired. Gramps. 195,000 tweet acct was banned June 2019",2011-02-22 19:19:01,1125,1995,3634,False,2020-08-01 18:00:04,"7.31 #Covid19 #EPIDEMIC.  
POP vs DEATHS:
  
NZ 4m pop Deaths 22
Japan 126M pop Deaths 977
So.Korea 50M pop. Deaths… https://t.co/Yh5HdeBCSD","['Covid19', 'EPIDEMIC']",TweetDeck,False
Melissa Berdiel,,,2010-07-22 03:11:58,179,170,1008,False,2020-08-01 18:03:02,@realDonaldTrump This is your administration’s doing. You were late handling Covid-19 in February. And now the chec… https://t.co/pMLKgqsRAZ,,Twitter for iPhone,False
🅲🅷🆁🅸🆂 🅻🅸🆃🆃🅻🅴,Southern California,"News Director, KFI AM-640. Avid mountain bike rider. Former rider of the #𝙪𝙧𝙞𝙣𝙚𝙩𝙧𝙖𝙞𝙣. Occasionally posting #𝙉𝙤𝙩𝙂𝙤𝙤𝙙𝙉𝙚𝙬𝙨𝙒𝙧𝙞𝙩𝙞𝙣𝙜.",2008-11-20 22:44:47,5323,567,3760,False,2020-08-01 18:04:55,"Unhappy campers. #COVID19
https://t.co/1ok3NOS5vc",['COVID19'],Twitter for Android,False
Capital FM Malawi,Malawi,Official Account 🎙️| #CFMNews | News Music Entertainment Lifestyle | Live stream https://t.co/YNM7nldfxv | Got News? +265999852102 👈,2012-01-22 14:46:47,80835,451,6101,False,2020-08-01 18:25:12,President @LAZARUSCHAKWERA announces the “Zikomo Presidential Awards” to reward dedicated health workers fighting t… https://t.co/FQAy7FdXyq,,Twitter for iPhone,False
Liu Bao Bei,,"Humans can be good, but it's going to take work.",2020-04-02 22:00:20,113,75,4908,False,2020-08-01 18:32:02,@tonyver45 @JoshNBCNews It may be that it's at the command of a regime that wants to end your freedom and your chil… https://t.co/FNBdChLDg9,,Twitter for Android,False
leo811(tiki kim) *My Mask Protects Me. Try it.,san francisco outerlands,"miracle receiver! sf native/history enthusiast, animal/wildlife lover, sfzoo animal friend/advocate, blogger extraordinaire, photo fiend, & bullshit reject-er!",2008-01-03 08:53:55,335,845,4702,False,2020-08-01 18:32:14,".@ColumbusZoo  .@GovMikeDeWine .@OHdeptofhealth .@CDC  Outrageous Irresponsibilty! Opening a high contact water ""ri… https://t.co/ahCgU7SJoZ",,Twitter Web App,False
CGTN,"Beijing, China",#SeeTheDifference with CGTN as we bring you stories from #China and the world,2013-01-24 03:18:59,13885511,69,114,True,2020-08-01 18:43:55,"Global #COVID19 deaths surpass 680,000: Johns Hopkins University https://t.co/Rq4TWN0c0I",['COVID19'],Twitter Web App,False
"🏀Arif K Mirza, MD🏀😷🧠",➡️New York➡️St.Louis➡️Memphis,Physician-Child Psychiatrist|Telehealth|Alum @WustlMed|@BarnesJewish|@UofR|#PsychTwitter|#Medtwitter|✖️Advice|Opinions 🙋🏻‍♂️,2010-05-21 00:55:10,9082,4025,1754,False,2020-08-01 18:55:21,I checked my 4y daughter &amp; she wanted all fingers tested “baba! what if one test is wrong!” ... Relieved she believ… https://t.co/5JWyjFthfE,,Twitter for iPhone,False
Tony Turner,"Dandridge, TN ","God, Family, Constitution, Freedom, Capitalism. Conservatarian, Independent (#ExGOP). Retired. Detroit Tigers, GB Packers, UM Wolverines. Bourbon. ΜΟΛΩΝ ΛΑΒΕ",2008-06-26 01:01:04,7592,6547,66062,False,2020-08-01 18:57:09,"After our younger daughter had a second co-worker test positive for #COVID19, she got tested herself. It came back… https://t.co/M77t8m3knv",['COVID19'],Twitter for iPhone,False
Violent Cal,"Richmond, VA","Silent Cal's belligerent descendant. American practicing rugged individualism, hard work, self-reliance, and free speech. Dont care if you're offended.",2012-05-21 21:30:51,1611,1064,3155,False,2020-08-01 18:57:21,"Masks are virtue signaling assholes, statist nazis, and compliant pussies.

Get over it. Herd immunize.

#covid19

#RVA
#Richmond
#COVID","['covid19', 'RVA', 'Richmond', 'COVID']",Twitter Web App,False
Joe Rossi,"Los Angeles, CA",General assignment/investigative reporter for the Los Angeles Tribune. Part of the fictional liberal media.,2015-10-20 22:02:31,1504,1564,47,False,2020-08-01 18:58:50,"We got numb to it around March 2017, but when one pauses to really think about it, it's impossible to overstate how… https://t.co/92QkLQePk8",,Twitter Web App,False
Symanntha Renn,"Midwest, USA",I use exclamation points way too much.  Follow my #blog to read more of my thoughts. Follow my Insta to see my #oilpaintings,2009-07-29 03:02:14,1320,1951,36220,False,2020-08-01 19:00:00,"I’m holding my world together with compromises and string.

#COVID19 #Summer2020 
https://t.co/FzTcajTkSx","['COVID19', 'Summer2020']",TweetDeck,False
Rob,Minneapolis,Proud to live in MPLS. Teacher at SW Coder Dojo. Family man.,2009-10-08 21:06:08,140,533,843,False,2020-08-01 19:01:00,"* 55,188 (+725) people in #MN diagnosed with #COVID19
* 1,606 (+6) have died
* Hospitalized today: 317 (+5)
* ICU t… https://t.co/mpDNVSAokZ","['MN', 'COVID19']",TweetDeck,False
Joe Corré,"London, England",I have a clothing label @achildofthejago | I am an activist @wakeuppunk | I want the UK to stop fracking @talkfracking | I help people over at #humanade,2016-03-22 13:56:26,2866,1108,2541,True,2020-08-01 19:01:46,Has #TheRat #JimRatcliffe of #INEOS been allowed to get #taxpayer backed £500m #COVID19 #coronavirus emergency loan… https://t.co/UAQFo4sY2i,"['TheRat', 'JimRatcliffe', 'INEOS', 'taxpayer', 'COVID19', 'coronavirus']",Hootsuite Inc.,False
Deepak Chandramohan,,"Hospitalist, Assistant professor @UA_CCHS Hospitalist Fellowship Program, Alien Physician, Non political, Rural Healthcare advocate, Tweets are my own.",2014-02-28 00:42:08,122,621,1209,False,2020-08-01 19:03:30,"#S3599 can add stability to healthcare workforce and help hospitals 
#S3599 #HEALSAct #medtwitter #HealthCareHeroes… https://t.co/kK66uZ3htW","['S3599', 'S3599', 'HEALSAct', 'medtwitter', 'HealthCareHeroes']",Twitter for Android,False
